intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 보여줘	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마나 되나 알려줄래?	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마나 되는지 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마인지 가르쳐 주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마인지 보고 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마인지 좀 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마쯤 되는지 알려줘요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼마쯤 되는지 알려줬으면 좋겠어	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼만지 좀 보고 싶어요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 얼만지 확인하고 싶습니다	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 좀 얼마나 되는지 알려줘요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 좀 확인해 주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 확인	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 확인 부탁드려요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 확인 좀 하고 싶어요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 확인 좀 할게요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용량 확인해주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 사용한 양을 좀 알려줘	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 얼마나 사용했나요?	데이터	Data								
intent_실시간_데이터_잔여량_확인	5G 데이터 얼마나 썼어요?	데이터	Data								
intent_실시간_데이터_잔여량_확인	Data 이번달에 사용한 용량 보여줘	Data	Data	이번달	Relative_Month_Present						
intent_실시간_데이터_잔여량_확인	Data 지금까지 사용량 보여줘	Data	Data	지금	Present						
intent_실시간_데이터_잔여량_확인	Data 지금까지 사용한 양 알려주세요	Data	Data	지금	Present						
intent_실시간_데이터_잔여량_확인	Data 현재까지 쓴거 알려줘봐요	Data	Data	현재	Present						
intent_실시간_데이터_잔여량_확인	나 데이터 양 남았어?	데이터	Data								
intent_실시간_데이터_잔여량_확인	나 데이터 얼마나 썼어?	데이터	Data								
intent_실시간_데이터_잔여량_확인	나 데이터 용량 얼마 씀?	데이터	Data								
intent_실시간_데이터_잔여량_확인	남아있는 이달 데이터 용량 조회 어떻게 해요	데이터	Data	이달	Relative_Month_Present						
intent_실시간_데이터_잔여량_확인	남은 데이터 양 보는 방법 알려줘요	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 어떻게 확인하는건지 알려줘	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 어떻게 확인하는지 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 어떻게 확인하는지 좀 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 가르쳐줘	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보는 건 어떻게 하죠?	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보는 방법	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보는 방법 알려줘	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보는 방법 좀 알려주세요	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보는 방법 좀 알려줘봐요	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보려면 어떻게 해야 하는지 알려줘	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 보려면 어떻게 해야해?	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 알려면 어떻게 해요?	데이터	Data								
intent_실시간_데이터_잔여량_확인	남은 데이터 용량 알려주세요.	데이터	Data								
