intent_내_요금제_문의	가입되어 있는 요금 상품 뭔지 알아 보려면?		
intent_내_요금제_문의	가입되어 있는 요금 플랜 뭔지 알고 싶어요		
intent_내_요금제_문의	가입되어 있는 요금 플랜 알려면?		
intent_내_요금제_문의	가입되어 있는 요금제 알고싶어요.		
intent_내_요금제_문의	가입되어 있는 요금제 어떤 건가요?		
intent_내_요금제_문의	나 가입된 요금제 뭔지 아니?		
intent_내_요금제_문의	나 가입한 요금제가 뭐였지?		
intent_내_요금제_문의	나 요금제 뭐 쓰고 있는지 궁금해		
intent_내_요금제_문의	나 요금제 뭐 쓰고 있는지 궁금해		
intent_내_요금제_문의	나 요금제 뭐로 가입했더라?		
intent_내_요금제_문의	나 요금제 쓰고 있는 거 어떤 거야?		
intent_내_요금제_문의	나 요금제 쓰는 게 뭔지 알고 싶어		
intent_내_요금제_문의	나 지금 가입된 요금제 무엇인지 보여줘		
intent_내_요금제_문의	나 지금 무슨 요금제 쓰고 있는 거야?		
intent_내_요금제_문의	나 지금 사용하는 요금제 뭐야?		
intent_내_요금제_문의	나 지금 쓰고 있는 요금제 뭐야?		
intent_내_요금제_문의	나 지금 쓰는 요금제가 뭐야?		
intent_내_요금제_문의	나 지금 어떤 요금제 사용하고 있어?		
intent_내_요금제_문의	나 지금 요금제 뭐 쓰고 있는 건지 알아?		
intent_내_요금제_문의	나 지금 요금제 뭐 쓰고 있어?		
intent_내_요금제_문의	나 현재 가입된 요금제 뭔지 알려줄래?		
intent_내_요금제_문의	나의 요금 상품 보기		
intent_내_요금제_문의	나의 요금 상품 좀 볼게요		
intent_내_요금제_문의	나의 요금 상품 확인하기		
intent_내_요금제_문의	나의 요금 상품 확인하는 방법		
intent_내_요금제_문의	나의 요금 상품이 뭐죠?		
intent_내_요금제_문의	나의 요금 플랜 조회하기		
intent_내_요금제_문의	나의 요금제 확인하기		
intent_내_요금제_문의	내 T 요금제 확인하는 방법 좀 알려주세요		
intent_내_요금제_문의	내 사용 중 요금제 보기		
intent_내_요금제_문의	내 요금 상품이 뭔가요?		
intent_내_요금제_문의	내 요금 플랜 뭔지 알려줘		
intent_내_요금제_문의	내 요금제 가입 정보 문의		
intent_내_요금제_문의	내 요금제 가입 현황 보기		
intent_내_요금제_문의	내 요금제 무엇인지 알려줘		
intent_내_요금제_문의	내 요금제 뭔지 궁금한데 알려줄 수 있니?		
intent_내_요금제_문의	내 요금제 뭔지 보고 싶어		
intent_내_요금제_문의	내 요금제 뭔지 알아보는 법?		
intent_내_요금제_문의	내 요금제 뭔지 어떻게 알아봐?		
intent_내_요금제_문의	내 요금제 뭔지 좀 알려줘		
intent_내_요금제_문의	내 요금제 뭔지 확인 좀 부탁해		
intent_내_요금제_문의	내 요금제 보기		
intent_내_요금제_문의	내 요금제 어떤 건지 보려면?		
intent_내_요금제_문의	내 요금제 어떤 건지 알아보는 방법 없나요?		
intent_내_요금제_문의	내 요금제 정보 보기		
intent_내_요금제_문의	내 요금제 정보 조회하기		
intent_내_요금제_문의	내 요금제 정보 확인 좀		
intent_내_요금제_문의	내 요금제 조회		
intent_내_요금제_문의	내 요금제 지금 뭘로 되어 있어?		
intent_내_요금제_문의	내 요금제 지금 확인 가능할까?		
intent_내_요금제_문의	내 요금제 확인		
intent_내_요금제_문의	내 요금제 확인 어떻게 하나요?		
intent_내_요금제_문의	내 요금제 확인법 좀		
intent_내_요금제_문의	내 요금제 확인하기		
intent_내_요금제_문의	내 요금제 확인할려면?		
intent_내_요금제_문의	내 요금제에 대해 알려줘		
intent_내_요금제_문의	내 지금 요금제 뭐야?		
intent_내_요금제_문의	내 지금 요금제 뭔지 보기		
intent_내_요금제_문의	내 현재 요금제 뭐니		
intent_내_요금제_문의	내 현재 요금제 뭘로 되어 있니?		
intent_내_요금제_문의	내 현재 요금제 어디서 봐?		
intent_내_요금제_문의	내 현재 요금제 정보		
intent_내_요금제_문의	내 현재 요금제 정보 좀 보려고		
intent_내_요금제_문의	내 현재 요금제 조회하기		
intent_내_요금제_문의	내 현재 요금제가 뭘까?		
intent_내_요금제_문의	내가 가입된 요금제 정보		
intent_내_요금제_문의	내가 가입한 요금제가 뭐였지		
intent_내_요금제_문의	내가 가입한 요금제가 어떤 거더라		
intent_내_요금제_문의	내가 사용 중인 요금 상품 뭔지 알려줘		
intent_내_요금제_문의	내가 사용 중인 요금제 이름이 뭐야?		
intent_내_요금제_문의	내가 사용 중인 요금제는?		
intent_내_요금제_문의	내가 사용 중인 현재 요금제 뭐야?		
intent_내_요금제_문의	내가 사용하고 있는 요금제 관련 내용 알려줘		
intent_내_요금제_문의	내가 사용하고 있는 요금제가 뭐지?		
intent_내_요금제_문의	내가 사용하고 있는 요금제가 어떤 것인지 확인하기		
intent_내_요금제_문의	내가 사용하는 요금 플랜 뭐야?		
intent_내_요금제_문의	내가 사용하는 요금제 확인하는 법		
intent_내_요금제_문의	내가 쓰고 있는 요금제 뭐지		
intent_내_요금제_문의	내가 쓰고 있는 요금제 이름 뭐야?		
intent_내_요금제_문의	내가 쓰고 있는 요금제 혜택이 뭐가 있지?		
