intent_기본_도움말_문의	기능 도움말				
intent_기본_도움말_문의	기능 사용 도움말				
intent_기본_도움말_문의	너 도움말 있니?				
intent_기본_도움말_문의	도움말				
intent_기본_도움말_문의	도움말 보고 싶어요				
intent_기본_도움말_문의	도움말 보여 줄래?				
intent_기본_도움말_문의	도움말 보여주세요				
intent_기본_도움말_문의	도움말 보여주십시오				
intent_기본_도움말_문의	도움말 보여줘				
intent_기본_도움말_문의	도움말 볼 수 있나요?				
intent_기본_도움말_문의	도움말 볼래				
intent_기본_도움말_문의	도움말 부탁합니다				
intent_기본_도움말_문의	도움말 안내				
intent_기본_도움말_문의	도움말 안내 부탁합니다				
intent_기본_도움말_문의	도움말 알려줘				
intent_기본_도움말_문의	도움말 읽기				
intent_기본_도움말_문의	도움말 있나요?				
intent_기본_도움말_문의	도움말 있는지				
intent_기본_도움말_문의	도움말 있니 혹시				
intent_기본_도움말_문의	도움말 있으면 좀 보자				
intent_기본_도움말_문의	도움말 좀 보고 싶어요				
intent_기본_도움말_문의	도움말 좀 보여줘				
intent_기본_도움말_문의	도움말 좀 보자				
intent_기본_도움말_문의	도움말 좀 볼 수 있을까?				
intent_기본_도움말_문의	도움말 좀 볼래				
intent_기본_도움말_문의	도움말 좀 봅시다				
intent_기본_도움말_문의	도움말 좀 주세요				
intent_기본_도움말_문의	도움말 찾기				
intent_기본_도움말_문의	도움말 찾아줘				
intent_기본_도움말_문의	도움말 혹시 있나요?				
intent_기본_도움말_문의	도움말 혹시 있는지요				
intent_기본_도움말_문의	도움말 혹시 있어?				
intent_기본_도움말_문의	도움말 확인				
intent_기본_도움말_문의	도움말 확인 좀 할게요				
intent_기본_도움말_문의	도움말 확인하겠습니다				
intent_기본_도움말_문의	도움말 확인하기				
intent_기본_도움말_문의	명령어 도움말 보기				
intent_기본_도움말_문의	명령어 되는 것들				
intent_기본_도움말_문의	명령어 되는 목록				
intent_기본_도움말_문의	명령어 리스트 보기				
intent_기본_도움말_문의	명령어 목록 알려줘				
intent_기본_도움말_문의	명령어 뭐 사용 가능한가요?				
intent_기본_도움말_문의	명령어 뭐 사용할 수 있니?				
intent_기본_도움말_문의	명령어 뭐 쓸 수 있나요?				
intent_기본_도움말_문의	명령어 뭐 입력 가능해?				
intent_기본_도움말_문의	명령어 뭐 있어요?				
intent_기본_도움말_문의	명령어 뭐뭐 쓸 수 있어?				
intent_기본_도움말_문의	명령어 사용 가능한 예시				
intent_기본_도움말_문의	명령어 사용 예시 보기				
intent_기본_도움말_문의	명령어 사용 예시 보여주세요				
intent_기본_도움말_문의	명령어 사용 예시 볼래요				
intent_기본_도움말_문의	명령어 사용 예시 알려줘				
intent_기본_도움말_문의	명령어 사용 예시 있나요?				
intent_기본_도움말_문의	명령어 사용 예시 있음?				
intent_기본_도움말_문의	명령어 사용 예시 좀				
intent_기본_도움말_문의	명령어 사용 예시 좀 알려줘 봐				
intent_기본_도움말_문의	명령어 사용 예제 좀 보여줘				
intent_기본_도움말_문의	명령어 사용할 수 있는 것				
intent_기본_도움말_문의	명령어 사용할 수 있는 예시				
intent_기본_도움말_문의	명령어 알고 싶어				
intent_기본_도움말_문의	명령어 알려줘				
intent_기본_도움말_문의	명령어 어떤 거 지원해요?				
intent_기본_도움말_문의	명령어 어떤 식으로 얘기하면 돼?				
intent_기본_도움말_문의	명령어 어떤 식으로 치면 돼?				
intent_기본_도움말_문의	명령어 어떻게 입력하면 되는 거야?				
intent_기본_도움말_문의	명령어 예시				
intent_기본_도움말_문의	명령어 예시 보기				
intent_기본_도움말_문의	명령어 예시 좀 가르쳐 줄래?				
intent_기본_도움말_문의	명령어 예시 좀 알려줘 봐				
intent_기본_도움말_문의	명령어 예제 목록				
intent_기본_도움말_문의	명령어 인식 되는 것				
intent_기본_도움말_문의	명령어 좀 알려주세요				
intent_기본_도움말_문의	명령어가 뭐뭐 있나요?				
intent_기본_도움말_문의	명령어에 뭐뭐 있는지 알려줘				
intent_기본_도움말_문의	명령어에는 어떤 것들이 있나요?				
intent_기본_도움말_문의	무슨 명령어 있어요?				
intent_기본_도움말_문의	무슨 명령어 지원되는지요?				
intent_기본_도움말_문의	사용 가능한 명령어				
intent_기본_도움말_문의	사용 가능한 명령어 뭐 있나요?				
intent_기본_도움말_문의	사용 가능한 명령어 뭔가요?				
intent_기본_도움말_문의	사용 가능한 명령어 보여줘				
intent_기본_도움말_문의	사용 가능한 명령어 알려주세요				
intent_기본_도움말_문의	사용 가능한 명령어 확인				
intent_기본_도움말_문의	사용 가능한 명령어가 뭐 있을까요				
intent_기본_도움말_문의	사용 관련 도움말 좀				
intent_기본_도움말_문의	사용 도움말				
intent_기본_도움말_문의	사용 도움말 표시하기				
intent_기본_도움말_문의	사용 방법 도움말 보기				
intent_기본_도움말_문의	사용법				
intent_기본_도움말_문의	사용법 가르쳐줘				
intent_기본_도움말_문의	사용법 도움말				
intent_기본_도움말_문의	사용법 도움말 알려줘				
intent_기본_도움말_문의	사용법 설명 부탁해요				
intent_기본_도움말_문의	사용법 설명 좀				
intent_기본_도움말_문의	사용법 설명 좀 부탁드려요				
intent_기본_도움말_문의	사용법 설명 좀 부탁할게요				
intent_기본_도움말_문의	사용법 설명 좀 부탁합니다				
intent_기본_도움말_문의	사용법 설명 좀 해줘				
intent_기본_도움말_문의	사용법 설명 해줄래?				
intent_기본_도움말_문의	사용법 설명해봐				
intent_기본_도움말_문의	사용법 안내해 줘				
intent_기본_도움말_문의	사용법 알고 싶어				
intent_기본_도움말_문의	사용법 알려주세요.				
intent_기본_도움말_문의	사용법 알려줘				
intent_기본_도움말_문의	사용법 좀 알려주겠니?				
intent_기본_도움말_문의	사용법 좀 알려주세요				
intent_기본_도움말_문의	사용법 좀 알려줘				
intent_기본_도움말_문의	사용법이 어떻게 되니?				
intent_기본_도움말_문의	사용자 도움말 있니?				
intent_기본_도움말_문의	사용할 수 있는 명령어				
intent_기본_도움말_문의	상담 도움말				
intent_기본_도움말_문의	상담 사용법 알려줘				
intent_기본_도움말_문의	상담 사용법 좀				
intent_기본_도움말_문의	상담 사용법 좀 알려주세요				
intent_기본_도움말_문의	상담 이용 도움말				
intent_기본_도움말_문의	쓸 수 있는 명령어 리스트				
intent_기본_도움말_문의	쓸 수 있는 명령어 뭐 있니?				
intent_기본_도움말_문의	쓸 수 있는 명령어 보기				
intent_기본_도움말_문의	쓸 수 있는 명령어 보여주세요				
intent_기본_도움말_문의	쓸 수 있는 명령어 알려줘				
intent_기본_도움말_문의	쓸 수 있는 명령어 종류				
intent_기본_도움말_문의	쓸 수 있는 명령어 확인할래				
intent_기본_도움말_문의	쓸 수 있는 명령어들 보여줄래?				
intent_기본_도움말_문의	쓸 수 있는 명령어들 좀 알려줘요				
intent_기본_도움말_문의	어떤 명령어 쓸 수 있니?				
intent_기본_도움말_문의	어떤 명령어 지원되나요?				
intent_기본_도움말_문의	어떤 명령어를 사용할 수 있는지				
intent_기본_도움말_문의	예시 명령어				
intent_기본_도움말_문의	예시 명령어 가르쳐 줘				
intent_기본_도움말_문의	예시 명령어 보여줘				
intent_기본_도움말_문의	예시 명령어 좀 보자				
intent_기본_도움말_문의	예시 명령어 표시				
intent_기본_도움말_문의	예시 명령어 표시해 봐				
intent_기본_도움말_문의	예제 명령어 봐봐				
intent_기본_도움말_문의	예제 명령어 좀 봅시다				
intent_기본_도움말_문의	이거 사용법이 어떻게 돼?				
intent_기본_도움말_문의	이용 가능한 명령어				
intent_기본_도움말_문의	이용 관련 도움말				
