intent_미래시점_일시정지_해제_FAQ	나 일시정지 내일 해제로 예약하고 싶어	내일	Relative_Date_Future_1		
intent_미래시점_일시정지_해제_FAQ	나 일시정지 해제 예약하고 싶어				
intent_미래시점_일시정지_해제_FAQ	나 일시정지 해제 하는거 예약 하려고요				
intent_미래시점_일시정지_해제_FAQ	내일 모레부터 일시정지 풀리게 설정 부탁해	내일 모레	Relative_Date_Future_2		
intent_미래시점_일시정지_해제_FAQ	내일 부로 일시정지 풀어주세요	내일	Relative_Date_Future_1		
intent_미래시점_일시정지_해제_FAQ	내일 부로 일시정지 해제 부탁합니다	내일	Relative_Date_Future_1		
intent_미래시점_일시정지_해제_FAQ	내일 부터 일시정지 풀기	내일	Relative_Date_Future_1		
intent_미래시점_일시정지_해제_FAQ	내일 일시정지했던 거 해제해 줘	내일	Relative_Date_Future_1		
intent_미래시점_일시정지_해제_FAQ	내일 폰 일시정지 해제되게 예약하려고 합니다	폰	Mobile	내일	Relative_Date_Future_1
intent_미래시점_일시정지_해제_FAQ	내일 폰 일시정지 해제되도록 예약 하겠습니다	폰	Mobile	내일	Relative_Date_Future_1
intent_미래시점_일시정지_해제_FAQ	내일모레 일시정지 풀고 다시 사용하고싶어요	내일모레	Relative_Date_Future_2		
intent_미래시점_일시정지_해제_FAQ	내일모레부터 일시정지 풀껀데 어떻게 하는건가요?	내일모레	Relative_Date_Future_2		
intent_미래시점_일시정지_해제_FAQ	내일모레부터 폰 일시정지를 해제하고 싶은데 어떻게 해?	폰	Mobile	내일모레	Relative_Date_Future_2
intent_미래시점_일시정지_해제_FAQ	내일모레에 폰 일시정지 그만하려고 합니다	폰	Mobile	내일모레	Relative_Date_Future_2
intent_미래시점_일시정지_해제_FAQ	내일모레에 폰 일시정지 끝내고 싶습니다	폰	Mobile	내일모레	Relative_Date_Future_2
intent_미래시점_일시정지_해제_FAQ	내일모레에 폰 일시정지 취소하고 싶습니다	폰	Mobile	내일모레	Relative_Date_Future_2
intent_미래시점_일시정지_해제_FAQ	내일부터 일시 정지 풀기	내일	Relative_Date_Future_1		
