intent_데이터_선물_목록_확인	공유했던 데이터 내역 확인하고 싶어								
intent_데이터_선물_목록_확인	과거에 데이터를 선물한 기록 보기								
intent_데이터_선물_목록_확인	그간 내가 데이터 전송한 내역 조회 좀								
intent_데이터_선물_목록_확인	그동안 내가 데이터 선물했던 사람 명단 좀 가르쳐줘								
intent_데이터_선물_목록_확인	그동안 데이터 보냈던 내역 좀 볼게								
intent_데이터_선물_목록_확인	그동안 데이터 선물했던 거는 어디에서 조회할 수 있죠?								
intent_데이터_선물_목록_확인	나 누구한테 데이터 선물한 적 있었나?								
intent_데이터_선물_목록_확인	나 누구한테 데이터 선물한 적이 있었니								
intent_데이터_선물_목록_확인	나 데이터 선물 얼마나 했는지 내역 좀 볼까?								
intent_데이터_선물_목록_확인	나 지금까지 데이터 선물 얼마나 했는지 기록 좀								
intent_데이터_선물_목록_확인	나 지금까지 데이터 선물 얼마나 했는지 확인하는 거 가능해?								
intent_데이터_선물_목록_확인	나 지금까지 데이터 선물 얼마나 했니								
intent_데이터_선물_목록_확인	나한테 데이터 선물 받은 사람 내역 좀 뽑아봐								
intent_데이터_선물_목록_확인	나한테 데이터 선물 받은 사람 누가 있지								
intent_데이터_선물_목록_확인	나한테 데이터 선물 받은 사람 명단 좀 보여주라								
intent_데이터_선물_목록_확인	나한테 데이터 선물 받은 사람이 누가 있니								
intent_데이터_선물_목록_확인	내 데이터 다른 사람한테 선물한 내역 조회 요청합니다								
intent_데이터_선물_목록_확인	내 데이터 받은 사람 목록 불러와줄 수 있어?								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회 부탁해								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회는 어디에서 해								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회하고 싶어								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회하기								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회하는 방법								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회하려면 어떻게 해								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회해볼래								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회해줄래								
intent_데이터_선물_목록_확인	내 데이터 선물 내역 조회해줘								
intent_데이터_선물_목록_확인	내 데이터 선물한 내역 좀 볼 수 있을까								
intent_데이터_선물_목록_확인	내 데이터를 나눠줬던 사람 전체 내역 가져와줘								
intent_데이터_선물_목록_확인	내가 과거에 데이터 선물했던 내역 확인가능하냐								
intent_데이터_선물_목록_확인	내가 그동안 데이터 선물한 내역 좀 보고 싶은데								
intent_데이터_선물_목록_확인	내가 그동안 데이터 선물한 현황 좀 알려줄래								
intent_데이터_선물_목록_확인	내가 누구 누구한테 데이터 선물했었지?								
intent_데이터_선물_목록_확인	내가 누구에게 데이터를 선물했었더라?								
intent_데이터_선물_목록_확인	내가 누구한테 데이터 보냈지?								
intent_데이터_선물_목록_확인	내가 누구한테 데이터 선물했어?								
intent_데이터_선물_목록_확인	내가 누구한테 데이터 선물했었는지 알려주는 거 되냐								
intent_데이터_선물_목록_확인	내가 누구한테 데이터 줬던 거 같은데 누구였지								
intent_데이터_선물_목록_확인	내가 다른 사람에게 데이터를 언제 보냈어?								
intent_데이터_선물_목록_확인	내가 다른 사람한테 데이터 선물한 내역 조회할 수 있을까								
intent_데이터_선물_목록_확인	내가 데이터 공유했었던 내역 좀 보여줄래								
intent_데이터_선물_목록_확인	내가 데이터 나눔을 어느 정도 했더라?								
intent_데이터_선물_목록_확인	내가 데이터 나눔했던 목록 좀 볼 수 있을까								
intent_데이터_선물_목록_확인	내가 데이터 나눔했던 사람들 명단 볼 수 있을까?								
intent_데이터_선물_목록_확인	내가 데이터 누구 보내줬지?								
intent_데이터_선물_목록_확인	내가 데이터 누구한테 나눠준 건지 어디서 확인하냐								
intent_데이터_선물_목록_확인	내가 데이터 누구한테 보냈더라								
intent_데이터_선물_목록_확인	내가 데이터 누구한테 얼마를 줬는지 확인할 수도 있니?								
intent_데이터_선물_목록_확인	내가 데이터 딴 사람 준 거 내역 확인하고 싶어								
intent_데이터_선물_목록_확인	내가 데이터 보낸 내역이 궁금해								
intent_데이터_선물_목록_확인	내가 데이터 보냈던 사람 누구였는지 기록 좀 보여줘								
intent_데이터_선물_목록_확인	내가 데이터 선물을 얼마나 했었는지 전부 볼 수 있니								
intent_데이터_선물_목록_확인	내가 데이터 선물을 지금까지 얼마나 했더라								
