intent_요금_계좌이체_납부_방법_문의	계좌 이체 통해서 폰 미납 요금 납부하는 것 좀 문의합니다	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체 통해서 폰 미납 요금 내려는데 도와주세요	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체 통해서 폰 요금 납부 가능하죠?	폰	Mobile						
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 어떻게 폰 미납 요금 내는지 질문드려요	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 저번 달 미납 폰 요금 이체하려면 어떻게 하는지	저번 달	Relative_Month_Past_1	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 저번 달에 미납된 폰 요금 입금하려면 어떻게 하죠?	저번 달	Relative_Month_Past_1	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 미납 요금 결제하는 법	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 미납 요금 납부하는 방법 문의할게요	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 미납 요금 어떻게 납부하나요?	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 미납 요금 지불 어떻게 하죠?	미납 요금	Payment_Unpaid	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 사용 요금 내는 절차 좀	사용 요금	Payment_Used	폰	Mobile				
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 요금 결제하는 절차	폰	Mobile						
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 요금 내는 법 궁금해서요	폰	Mobile						
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 요금 지불하는 절차가 알고 싶어서요	폰	Mobile						
intent_요금_계좌이체_납부_방법_문의	계좌 이체로 폰 요급 납부하는 거 여쭤보려고요	폰	Mobile						
